project_name,continent,country,country_code,ecosystem,activity,activity_type,price_type,project_size_ha,project_size_filter,abatement_potential,total_cost_npv,total_cost,capex_npv,capex,opex_npv,opex,cost_per_tco2e,cost_per_tco2e_npv,feasibility_analysis_npv,feasibility_analysis,conservation_planning_npv,conservation_planning,data_collection_npv,data_collection,community_representation_npv,community_representation,blue_carbon_project_planning_npv,blue_carbon_project_planning,establishing_carbon_rights_npv,establishing_carbon_rights,validation_npv,validation,implementation_labor_npv,implementation_labor,monitoring_npv,maintenance_npv,monitoring,maintenance,monitoring_maintenance_npv,monitoring_maintenance,community_benefit_npv,community_benefit,carbon_standard_fees_npv,carbon_standard_fees,baseline_reassessment_npv,baseline_reassessment,mrv_npv,mrv,long_term_project_operating_npv,long_term_project_operating,initial_price_assumption,leftover_after_opex,leftover_after_opex_NPV,total_revenue,total_revenu_npv,credits_issued
India Salt marsh Conservation Medium,Asia,India,IND,Salt marsh,Conservation,,Opex breakeven,4000,Medium,322244,2526655,3604266,1274698,1357600,1251957,2246666,20,20,50000,50000,629559,667067,76963,80000,255322,270533,88900,100000,129504,140000,44450,50000,0,0,101487,0,168000,0,101487,168000,625979,1189986,13169,24680,75812,120000,167296,300000,268215,444000,15.7351543,133306,0,2379972,1251957,123401
India Salt marsh Conservation Medium,Asia,India,IND,Salt marsh,Conservation,,Market price,4000,Medium,322244,3094141,4683059,1274698,1357600,1819444,3325459,25,25,50000,50000,629559,667067,76963,80000,255322,270533,88900,100000,129504,140000,44450,50000,0,0,101487,0,168000,0,101487,168000,1193465,2268779,13169,24680,75812,120000,167296,300000,268215,444000,30,1212099,567486,4537558,2386930,123401
India Salt marsh Conservation Large,Asia,India,IND,Salt marsh,Conservation,,Opex breakeven,8000,Large,322244,2552992,3653980,1274698,1357600,1278295,2296380,10,10,50000,50000,629559,667067,76963,80000,255322,270533,88900,100000,129504,140000,44450,50000,0,0,101487,0,168000,0,101487,168000,639147,1215020,26337,49360,75812,120000,167296,300000,268215,444000,8.033087286,133660,0,2430040,1278295,246801
India Salt marsh Conservation Large,Asia,India,IND,Salt marsh,Conservation,,Market price,8000,Large,322244,4300775,6976518,1274698,1357600,3026077,5618918,17,17,50000,50000,629559,667067,76963,80000,255322,270533,88900,100000,129504,140000,44450,50000,0,0,101487,0,168000,0,101487,168000,2386930,4537558,26337,49360,75812,120000,167296,300000,268215,444000,30,3456198,1747783,9075116,4773860,246801
China Mangrove Restoration Planting Small,Asia,China,CHN,Mangrove,Restoration,Planting,Opex breakeven,100,Small,26227,3902220,5560404,1597715,1716700,2304505,3843704,536,536,50000,50000,629559,667067,76963,80000,314213,332933,88900,100000,138755,150000,44450,50000,254875,286700,234386,58918,388000,71646,293304,459646,1152253,1944602,879,1455,75812,120000,167296,300000,614961,1018000,455.5698287,45501,0,3889205,2304505,7275
China Mangrove Restoration Hydrology Small,Asia,China,CHN,Mangrove,Restoration,Hydrology,Opex breakeven,100,Small,26227,22353387,28223079,14215062,15909500,8138325,12313579,2458,2458,50000,50000,629559,667067,76963,80000,314213,332933,88900,100000,138755,150000,44450,50000,12872223,14479500,234386,2975608,388000,3618427,3209994,4006427,4069162,6867334,1099,1819,75812,120000,167296,300000,614961,1018000,1287.070401,1421088,0,13734667,8138325,9093
China Mangrove Restoration Planting Small,Asia,China,CHN,Mangrove,Restoration,Planting,Market price,100,Small,26227,2825845,3743856,1597715,1716700,1228130,2027156,388,388,50000,50000,629559,667067,76963,80000,314213,332933,88900,100000,138755,150000,44450,50000,254875,286700,234386,58918,388000,71646,293304,459646,75878,128055,879,1455,75812,120000,167296,300000,614961,1018000,30,-1771046,-1076375,256110,151755,7275
China Mangrove Restoration Hydrology Small,Asia,China,CHN,Mangrove,Restoration,Hydrology,Market price,100,Small,26227,18379072,21515815,14215062,15909500,4164010,5606315,2021,2021,50000,50000,629559,667067,76963,80000,314213,332933,88900,100000,138755,150000,44450,50000,12872223,14479500,234386,2975608,388000,3618427,3209994,4006427,94847,160069,1099,1819,75812,120000,167296,300000,614961,1018000,30,-5286177,-3974316,320138,189694,9093
China Mangrove Restoration Planting Medium,Asia,China,CHN,Mangrove,Restoration,Planting,Opex breakeven,500,Medium,26227,5363949,7416372,2592708,2863500,2771241,4552872,151,151,50000,50000,629559,667067,76963,80000,314213,332933,88900,100000,138755,150000,44450,50000,1249869,1433500,234386,288926,388000,358232,523312,746232,1385621,2361547,4239,7093,75812,120000,167296,300000,614961,1018000,113.0952875,170222,0,4723094,2771241,35464
China Mangrove Restoration Hydrology Medium,Asia,China,CHN,Mangrove,Restoration,Hydrology,Opex breakeven,500,Medium,26227,95845600,120494811,64466239,73827500,31379360,46667311,2162,2162,50000,50000,629559,667067,76963,80000,314213,332933,88900,100000,138755,150000,44450,50000,63123400,72397500,234386,14591926,388000,18092135,14826312,18480135,15689680,26740310,5299,8866,75812,120000,167296,300000,614961,1018000,1024.481894,6813308,0,53480619,31379360,44330
China Mangrove Restoration Planting Medium,Asia,China,CHN,Mangrove,Restoration,Planting,Market price,500,Medium,26227,4345883,5681256,2592708,2863500,1753174,2817756,123,123,50000,50000,629559,667067,76963,80000,314213,332933,88900,100000,138755,150000,44450,50000,1249869,1433500,234386,288926,388000,358232,523312,746232,367554,626431,4239,7093,75812,120000,167296,300000,614961,1018000,30,-1564894,-1018066,1252862,735108,35464
China Mangrove Restoration Hydrology Medium,Asia,China,CHN,Mangrove,Restoration,Hydrology,Market price,500,Medium,26227,80615362,94537540,64466239,73827500,16149123,20710040,1819,1819,50000,50000,629559,667067,76963,80000,314213,332933,88900,100000,138755,150000,44450,50000,63123400,72397500,234386,14591926,388000,18092135,14826312,18480135,459442,783039,5299,8866,75812,120000,167296,300000,614961,1018000,30,-19143962,-15230238,1566078,918885,44330
China Mangrove Restoration Planting Large,Asia,China,CHN,Mangrove,Restoration,Planting,Opex breakeven,1000,Large,26227,7138025,9810140,3825245,4377000,3312780,5433140,106,106,50000,50000,629559,667067,153925,160000,314213,332933,88900,100000,138755,150000,44450,50000,2405443,2867000,234386,556054,388000,716463,790440,1104463,1656390,2877218,7880,13458,75812,120000,167296,300000,614961,1018000,72.13181416,321297,0,5754437,3312780,67291
China Mangrove Restoration Hydrology Large,Asia,China,CHN,Mangrove,Restoration,Hydrology,Opex breakeven,1000,Large,26227,181274908,235028157,122904334,146305000,58370575,88723157,2155,2155,50000,50000,629559,667067,153925,160000,314213,332933,88900,100000,138755,150000,44450,50000,121484532,144795000,234386,28082982,388000,36184270,28317368,36572270,29185287,50696064,9850,16823,75812,120000,167296,300000,614961,1018000,1016.759549,12668972,0,101392129,58370575,84113
China Mangrove Restoration Planting Large,Asia,China,CHN,Mangrove,Restoration,Planting,Market price,1000,Large,26227,6170536,8129572,3825245,4377000,2345291,3752572,92,92,50000,50000,629559,667067,153925,160000,314213,332933,88900,100000,138755,150000,44450,50000,2405443,2867000,234386,556054,388000,716463,790440,1104463,688901,1196650,7880,13458,75812,120000,167296,300000,614961,1018000,30,-1359272,-967489,2393300,1377802,67291
China Mangrove Restoration Hydrology Large,Asia,China,CHN,Mangrove,Restoration,Hydrology,Market price,1000,Large,26227,152950748,185827906,122904334,146305000,30046414,39522906,1818,1818,50000,50000,629559,667067,153925,160000,314213,332933,88900,100000,138755,150000,44450,50000,121484532,144795000,234386,28082982,388000,36184270,28317368,36572270,861127,1495813,9850,16823,75812,120000,167296,300000,614961,1018000,30,-36531280,-28324161,2991626,1722253,84113
China Mangrove Conservation Small,Asia,China,CHN,Mangrove,Conservation,,Opex breakeven,4000,Small,6335,3531627,5243169,1342839,1430000,2188787,3813169,204,204,50000,50000,629559,667067,76963,80000,314213,332933,88900,100000,138755,150000,44450,50000,0,0,234386,0,388000,0,234386,388000,1094394,1983709,1938,3460,75812,120000,167296,300000,614961,1018000,190.4327212,154249,0,3967418,2188787,17301
China Mangrove Conservation Small,Asia,China,CHN,Mangrove,Conservation,,Market price,4000,Small,6335,2609639,3571966,1342839,1430000,1266800,2141966,151,151,50000,50000,629559,667067,76963,80000,314213,332933,88900,100000,138755,150000,44450,50000,0,0,234386,0,388000,0,234386,388000,172406,312505,1938,3460,75812,120000,167296,300000,614961,1018000,30,-1516955,-921987,625011,344813,17301
China Mangrove Conservation Medium,Asia,China,CHN,Mangrove,Conservation,,Opex breakeven,20000,Medium,6335,3547133,5271064,1342839,1430000,2204293,3841064,41,41,50000,50000,629559,667067,76963,80000,314213,332933,88900,100000,138755,150000,44450,50000,0,0,234386,0,388000,0,234386,388000,1102147,1997762,9691,17301,75812,120000,167296,300000,614961,1018000,38.35636364,154461,0,3995525,2204293,86506
China Mangrove Conservation Medium,Asia,China,CHN,Mangrove,Conservation,,Market price,20000,Medium,6335,3307018,4835829,1342839,1430000,1964178,3405829,38,38,50000,50000,629559,667067,76963,80000,314213,332933,88900,100000,138755,150000,44450,50000,0,0,234386,0,388000,0,234386,388000,862032,1562527,9691,17301,75812,120000,167296,300000,614961,1018000,30,-280774,-240115,3125055,1724063,86506
China Mangrove Conservation Large,Asia,China,CHN,Mangrove,Conservation,,Opex breakeven,40000,Large,6335,4734227,7065186,1734298,1843233,2999929,5221953,27,27,50000,50000,786949,833833,153925,160000,471320,499400,88900,100000,138755,150000,44450,50000,0,0,468772,0,776000,0,468772,776000,1499964,2718850,19383,34603,75812,120000,167296,300000,768701,1272500,26.10050742,215748,0,5437701,2999929,173013
China Mangrove Conservation Large,Asia,China,CHN,Mangrove,Conservation,,Market price,40000,Large,6335,4958326,7471391,1734298,1843233,3224028,5628157,29,29,50000,50000,786949,833833,153925,160000,471320,499400,88900,100000,138755,150000,44450,50000,0,0,468772,0,776000,0,468772,776000,1724063,3125055,19383,34603,75812,120000,167296,300000,768701,1272500,30,621953,224099,6250110,3448127,173013
China Seagrass Restoration Planting Small,Asia,China,CHN,Seagrass,Restoration,Planting,Opex breakeven,100,Small,58237,4549194,6354481,2041010,2215347,2508184,4139134,2254,2254,50000,50000,629559,667067,76963,80000,314213,332933,88900,100000,138755,150000,44450,50000,698171,785347,234386,161393,388000,196258,395779,584258,1254092,2116472,244,404,75812,120000,167296,300000,614961,1018000,1787.309875,93809,0,4232943,2508184,2018
China Seagrass Restoration Planting Small,Asia,China,CHN,Seagrass,Restoration,Planting,Market price,100,Small,58237,3316152,4273534,2041010,2215347,1275142,2058187,1643,1643,50000,50000,629559,667067,76963,80000,314213,332933,88900,100000,138755,150000,44450,50000,698171,785347,234386,161393,388000,196258,395779,584258,21050,35525,244,404,75812,120000,167296,300000,614961,1018000,30,-1987137,-1233042,71050,42100,2018
China Seagrass Restoration Planting Medium,Asia,China,CHN,Seagrass,Restoration,Planting,Opex breakeven,500,Medium,58237,8536713,11378776,4766561,5356735,3770152,6022041,868,868,50000,50000,629559,667067,76963,80000,314213,332933,88900,100000,138755,150000,44450,50000,3423722,3926735,234386,791445,388000,981291,1025831,1369291,1885076,3212782,1176,1968,75812,120000,167296,300000,614961,1018000,554.6159369,403523,0,6425564,3770152,9838
China Seagrass Restoration Planting Medium,Asia,China,CHN,Seagrass,Restoration,Planting,Market price,500,Medium,58237,6753604,8339778,4766561,5356735,1987043,2983043,686,686,50000,50000,629559,667067,76963,80000,314213,332933,88900,100000,138755,150000,44450,50000,3423722,3926735,234386,791445,388000,981291,1025831,1369291,101967,173784,1176,1968,75812,120000,167296,300000,614961,1018000,30,-2635475,-1783110,347568,203933,9838
China Seagrass Restoration Planting Large,Asia,China,CHN,Seagrass,Restoration,Planting,Opex breakeven,1000,Large,58237,13244590,17703052,8008947,9363471,5235643,8339581,709,709,50000,50000,629559,667067,153925,160000,314213,332933,88900,100000,138755,150000,44450,50000,6589145,7853471,234386,1523180,388000,1962582,1757566,2350582,2617822,4547266,2186,3734,75812,120000,167296,300000,614961,1018000,410.929731,754950,0,9094531,5235643,18668
China Seagrass Restoration Planting Large,Asia,China,CHN,Seagrass,Restoration,Planting,Market price,1000,Large,58237,10817883,13487761,8008947,9363471,2808936,4124290,579,579,50000,50000,629559,667067,153925,160000,314213,332933,88900,100000,138755,150000,44450,50000,6589145,7853471,234386,1523180,388000,1962582,1757566,2350582,191115,331974,2186,3734,75812,120000,167296,300000,614961,1018000,30,-3460342,-2426707,663948,382229,18668
China Seagrass Conservation Small,Asia,China,CHN,Seagrass,Conservation,,Opex breakeven,400,Small,928708,3529338,5325665,1342839,1430000,2186499,3895665,477,477,50000,50000,629559,667067,76963,80000,314213,332933,88900,100000,138755,150000,44450,50000,0,0,234386,0,388000,0,234386,388000,1093249,2068185,794,1480,75812,120000,167296,300000,614961,1018000,456.7222481,240704,0,4136369,2186499,7402
China Seagrass Conservation Small,Asia,China,CHN,Seagrass,Conservation,,Market price,400,Small,928708,2507899,3393330,1342839,1430000,1165060,1963330,339,339,50000,50000,629559,667067,76963,80000,314213,332933,88900,100000,138755,150000,44450,50000,0,0,234386,0,388000,0,234386,388000,71811,135850,794,1480,75812,120000,167296,300000,614961,1018000,30,-1691631,-1021439,271699,143621,7402
China Seagrass Conservation Medium,Asia,China,CHN,Seagrass,Conservation,,Opex breakeven,2000,Medium,928708,3535689,5337595,1342839,1430000,2192850,3907595,96,96,50000,50000,629559,667067,76963,80000,314213,332933,88900,100000,138755,150000,44450,50000,0,0,234386,0,388000,0,234386,388000,1096425,2074192,3970,7402,75812,120000,167296,300000,614961,1018000,91.60978537,240790,0,4148385,2192850,37011
China Seagrass Conservation Medium,Asia,China,CHN,Seagrass,Conservation,,Market price,2000,Medium,928708,2798317,3942650,1342839,1430000,1455478,2512650,76,76,50000,50000,629559,667067,76963,80000,314213,332933,88900,100000,138755,150000,44450,50000,0,0,234386,0,388000,0,234386,388000,359053,679248,3970,7402,75812,120000,167296,300000,614961,1018000,30,-1154154,-737372,1358496,718106,37011
China Seagrass Conservation Large,Asia,China,CHN,Seagrass,Conservation,,Opex breakeven,4000,Large,928708,3543628,5352506,1342839,1430000,2200789,3922506,48,48,50000,50000,629559,667067,76963,80000,314213,332933,88900,100000,138755,150000,44450,50000,0,0,234386,0,388000,0,234386,388000,1100394,2081702,7939,14804,75812,120000,167296,300000,614961,1018000,45.97072752,240898,0,4163404,2200789,74022
China Seagrass Conservation Large,Asia,China,CHN,Seagrass,Conservation,,Market price,4000,Large,928708,3161339,4629301,1342839,1430000,1818500,3199301,43,43,50000,50000,629559,667067,76963,80000,314213,332933,88900,100000,138755,150000,44450,50000,0,0,234386,0,388000,0,234386,388000,718106,1358496,7939,14804,75812,120000,167296,300000,614961,1018000,30,-482309,-382289,2716992,1436211,74022
China Salt marsh Restoration Planting Small,Asia,China,CHN,Salt marsh,Restoration,Planting,Opex breakeven,100,Small,48820,4170601,5889719,1781741,1923705,2388860,3966014,977,977,50000,50000,629559,667067,76963,80000,314213,332933,88900,100000,138755,150000,44450,50000,438902,493705,234386,101459,388000,123377,335845,511377,1194430,2015783,516,854,75812,120000,167296,300000,614961,1018000,804.3745274,65553,0,4031567,2388860,4271
China Salt marsh Restoration Hydrology Small,Asia,China,CHN,Salt marsh,Restoration,Hydrology,Opex breakeven,100,Small,48820,35943484,44914592,23509136,26364069,12434348,18550523,6733,6733,50000,50000,629559,667067,76963,80000,314213,332933,88900,100000,138755,150000,44450,50000,22166297,24934069,234386,5124074,388000,6231024,5358460,6619024,6217174,10492432,645,1068,75812,120000,167296,300000,614961,1018000,3349.504674,2434341,0,20984864,12434348,5339
China Salt marsh Restoration Planting Small,Asia,China,CHN,Salt marsh,Restoration,Planting,Market price,100,Small,48820,3020719,3949116,1781741,1923705,1238978,2025412,707,707,50000,50000,629559,667067,76963,80000,314213,332933,88900,100000,138755,150000,44450,50000,438902,493705,234386,101459,388000,123377,335845,511377,44548,75181,516,854,75812,120000,167296,300000,614961,1018000,30,-1875050,-1149883,150362,89095,4271
China Salt marsh Restoration Hydrology Small,Asia,China,CHN,Salt marsh,Restoration,Hydrology,Market price,100,Small,48820,29781994,34516136,23509136,26364069,6272859,8152068,5579,5579,50000,50000,629559,667067,76963,80000,314213,332933,88900,100000,138755,150000,44450,50000,22166297,24934069,234386,5124074,388000,6231024,5358460,6619024,55684,93976,645,1068,75812,120000,167296,300000,614961,1018000,30,-7964116,-6161490,187952,111369,5339
China Salt marsh Restoration Planting Medium,Asia,China,CHN,Salt marsh,Restoration,Planting,Opex breakeven,500,Medium,48820,6680110,9059679,3495146,3898524,3184964,5161155,321,321,50000,50000,629559,667067,76963,80000,314213,332933,88900,100000,138755,150000,44450,50000,2152306,2468524,234386,497538,388000,616884,731924,1004884,1592482,2714107,2489,4164,75812,120000,167296,300000,614961,1018000,221.3936049,267058,0,5428213,3184964,20821
China Salt marsh Restoration Hydrology Medium,Asia,China,CHN,Salt marsh,Restoration,Hydrology,Opex breakeven,500,Medium,48820,162489419,203779577,110042947,126100345,52446471,77679233,6243,6243,50000,50000,629559,667067,76963,80000,314213,332933,88900,100000,138755,150000,44450,50000,108700108,124670345,234386,25127669,388000,31155119,25362055,31543119,26223236,44692908,3111,5205,75812,120000,167296,300000,614961,1018000,2916.532059,11706584,0,89385817,52446471,26026
